id,time,iat,StartDate,ccs1,ccs2,ccs3,ccs4,ccs5,ccs6,ccs7,ccs8,ccs9,ccs10,ccs11,ccs12,nr1,nr2,nr3,nr4,nr5,nr6,nr7,nr8,nr9,nr10,nr11,nr12,nr13,nr14,nr15,nr16,nr17,nr18,nr19,nr20,nr21,nep1,nep2,nep3,nep4,nep5,nep6,nep7,nep8,nep9,nep10,nep11,nep12,nep13,nep14,nep15,SES_1,SES_2,SES_3,SES_4,SES_5,SES_6,SES_7,SES_8,SES_9,SES_10,SES_11,SES_12,SES_13,SES_14,SES_15,SES_16,SES_17,age,edu,sex,pol,ipq1,ipq2,ipq3,ipq4,ipq5,ipq6,ipq7,ipq8,ipq9,ipq10,ipq11,ipq12,ipq13,ipq14,sod_1,sod_2,sod_3,sod_4,sod_5,sod_6,sod_7,sod_8,sod_9,vr_exp,vr_eval1,vr_eval2,vr_eval3,vr_eval4,vr_eval5,span,seen,yearOfBirth,timeBtwnTestings_inH,condition,Frage1,Frage2,Frage3,OQ_Design+,OQ_Design-,OQ_alreadyAware,OQ_personalConsequences,OQ_Realism,OQ_Abstractness,OQ_positiveExperience,OQ_personaMemoriesl,OQ_generalConsequences,OQ_fidelity+,OQ_fidelity-,hr_mean,Leiter,Anmerkungen,Zeit,nep,nr,ccs,ipq,sod,ses
51073303,1,0.39929213688396337,2019-06-19T10:22:39Z,2,2,1,2,2,2,2,2,2,2,2,3,4,5,4,3,4,4,4,3,5,5,4,4,2,4,4,4,4,4,3,4,4,2,2,4,1,5,1,5,4,5,5,2,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,6,W,3,7,2,6,7,6,7,5,7,7,7,6,5,3,3,7,5,6,4,4,1,5,3,6,1,7,7,7,6,7,4,1,1994,7.1862615740740745,c,"Es war sehr spannend weil es war das erste mal, dass ich so was gemacht habe. Und man kann sich wirklich um 180 Grad drehen und man sieht alles mögliche. Und dass die virtuelle Plattform mit der echten übereinstimmt. Und weil du alles aus der realen Welt ausblockst, bist du dann wirklich drin. Auch wenn die Welt Computergemacht ist, die Grafik, hast du trotzdem das Gefühl, in dieser Welt zu sein.","Ich wusste ehrlich gesagt nicht, dass es so drastisch ist mit den Gletschern. Ich habe mich noch nicht viel mit diesen Themen beschäftigt. Aber es war sehr interessant. Habe definitiv vor, mich mehr über Gletscher zu informieren, es ist noch spannend.","Die Umwelt ist ein wichtiges Thema und der Klimawandel existiert. Ich habe das Gefühl, dass ich zu wenig darüber informiert bin. Und eben, es ist es definitiv wert, mehr darauf zu schauen.  Ich finde es auch interessant zu wissen, welche Auswirkungen davon sind, was wir im Alltag ändern, wenn in anderen Ländern der Müll noch immer anspült zum Beispiel. Dass man halt mal checkt, was kleine Änderungen wirklich ausmachen.",0,0,0,1,0,0,1,0,0,1,0,86.8,Stefan,NA,NA,3.2,3.9047619047619047,2,5.571428571428571,4.555555555555555,NA
51073303,2,0.49199355803573186,2019-06-26T14:50:52Z,1,2,1,2,1,2,4,1,1,3,1,2,4,4,4,2,3,4,4,2,4,4,2,4,4,4,3,5,4,4,4,3,4,3,4,4,2,4,2,5,2,4,4,4,4,4,3,4,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,25,6,W,3,7,2,6,7,6,7,5,7,7,7,6,5,3,3,7,5,6,4,4,1,5,3,6,1,7,7,7,6,7,4,1,1994,7.1862615740740745,c,"Es war sehr spannend weil es war das erste mal, dass ich so was gemacht habe. Und man kann sich wirklich um 180 Grad drehen und man sieht alles mögliche. Und dass die virtuelle Plattform mit der echten übereinstimmt. Und weil du alles aus der realen Welt ausblockst, bist du dann wirklich drin. Auch wenn die Welt Computergemacht ist, die Grafik, hast du trotzdem das Gefühl, in dieser Welt zu sein.","Ich wusste ehrlich gesagt nicht, dass es so drastisch ist mit den Gletschern. Ich habe mich noch nicht viel mit diesen Themen beschäftigt. Aber es war sehr interessant. Habe definitiv vor, mich mehr über Gletscher zu informieren, es ist noch spannend.","Die Umwelt ist ein wichtiges Thema und der Klimawandel existiert. Ich habe das Gefühl, dass ich zu wenig darüber informiert bin. Und eben, es ist es definitiv wert, mehr darauf zu schauen.  Ich finde es auch interessant zu wissen, welche Auswirkungen davon sind, was wir im Alltag ändern, wenn in anderen Ländern der Müll noch immer anspült zum Beispiel. Dass man halt mal checkt, was kleine Änderungen wirklich ausmachen.",0,0,0,1,0,0,1,0,0,1,0,85.8571428571429,Stefan,NA,NA,3.533333333333333,3.619047619047619,1.75,5.571428571428571,4.555555555555555,1.2941176470588236
56970588,1,0.3409992845723301,2019-05-16T18:30:57Z,3,2,2,1,2,1,1,2,1,2,1,2,2,2,4,2,4,1,2,4,3,4,5,5,1,4,2,5,4,5,2,4,4,3,4,4,4,5,2,5,5,3,3,3,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,W,2,5,5,5,5,4,5,6,5,6,5,3,5,5,4,5,6,5,6,3,2,5,4,5,1,6,6,6,5,7,3,1,1993,4.636481481481481,c,"Also ich fand es interessant, dass man sah, wie es sich über die Jahre verändert hat, auch von den verschiedenen Standpunkten aus. Genau. Auch von der Umgebung, dass es so Naturgeräusche gegeben hat.","Ich fand es beeindruckend zu sehen, wie es in Zukunft sein könnte, wie es abnimmt. Auch mit der Erhöhung der Temperatur, und was es ausmacht, auch wenn es nur 4 Grad wärmer wird. Das fand ich interessant oder beeindruckend. Am Anfang war es ja noch weit weg. Jetzt sind es noch etwas mehr als 50 Jahre, wo dann wirklich noch massiv sein könnte, wie es abnimmt.","Ich würde eher sagen, einfach so ein Bewusstsein zu haben und danach zu leben, also bewusster zu leben. Also ich bin jetzt schon etwas dran. Aber das halt weiterführen und so halt auch einen Sinn dahinter sehen.",1,0,1,0,0,0,1,0,0,0,0,79.96875,Stefan,NA,NA,3.8666666666666667,3.2857142857142856,1.6666666666666667,4.857142857142857,4.555555555555555,NA
56970588,2,-0.12848426242418,2019-05-21T09:47:29Z,3,2,1,1,2,1,2,1,1,2,2,2,4,4,5,3,4,1,2,4,4,4,4,4,2,4,5,4,4,5,4,4,4,4,4,4,3,5,2,5,4,5,4,4,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,W,2,5,5,5,5,4,5,6,5,6,5,3,5,5,4,5,6,5,6,3,2,5,4,5,1,6,6,6,5,7,3,1,1993,4.636481481481481,c,"Also ich fand es interessant, dass man sah, wie es sich über die Jahre verändert hat, auch von den verschiedenen Standpunkten aus. Genau. Auch von der Umgebung, dass es so Naturgeräusche gegeben hat.","Ich fand es beeindruckend zu sehen, wie es in Zukunft sein könnte, wie es abnimmt. Auch mit der Erhöhung der Temperatur, und was es ausmacht, auch wenn es nur 4 Grad wärmer wird. Das fand ich interessant oder beeindruckend. Am Anfang war es ja noch weit weg. Jetzt sind es noch etwas mehr als 50 Jahre, wo dann wirklich noch massiv sein könnte, wie es abnimmt.","Ich würde eher sagen, einfach so ein Bewusstsein zu haben und danach zu leben, also bewusster zu leben. Also ich bin jetzt schon etwas dran. Aber das halt weiterführen und so halt auch einen Sinn dahinter sehen.",1,0,1,0,0,0,1,0,0,0,0,76.8269230769231,Stefan,NA,NA,4.066666666666666,3.761904761904762,1.6666666666666667,4.857142857142857,4.555555555555555,NA
02909728,1,0.10778623953780696,2019-07-10T12:30:31Z,1,1,1,1,1,1,1,1,1,2,1,1,5,4,3,4,2,4,2,3,2,5,5,4,4,4,2,3,2,4,4,4,4,2,2,4,4,4,3,3,5,4,5,3,4,3,4,4,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,28,4,M,4,6,6,7,6,6,6,6,6,7,7,6,6,6,2,6,3,3,5,4,3,7,6,5,2,7,6,7,6,7,3,2,1991,6.16625,b,"Dass man relativ schnell die reale Umwelt vergisst, und dann sehr schnell in der virtuellen Umgebung ist. Das hat mich schon noch erstaunt. Gerade auch mit dem Geländer, dass sehr genau auf das virtuelle gepasst hat. Es gab so einen weichen Übergang, auch weil die Technik so responsive ist.","Ich hätte mich noch realer gefühlt, wenn ich noch meine Hände gesehen hätte. Zum Beispiel, wenn ich das Geländer angefasst habe, konnte ich die Hände nicht sehen, das hattte mich etwas irritiert. Aber es war mega spannend und eindrücklich, wie gross der Gletscher ist, und wie stark der zurückgehen wird. Wenn einem das so vor Augen geführt wird, ist das schon noch eindrücklich.","Wegen diesem Experiment? Ich würde ihn gerne mal sehen, solange es ihn noch gibt. Das hab ich mir überlegt. Oder allgemein Gletscher mehr anschauen, so lange es sie noch gibt. Es gibt vielleicht noch eine Generation nach uns, die Gletscher noch sehen kann, dann ist fertig. Andere Konsequenzen... Ich mache mir viele Gedanken, aber nicht speziell wegen diesem Erlebnis. Aber hier hatte man es wieder vor Augen geführt, was es für Folgen haben wird.",0,0,1,0,0,0,0,0,0,1,1,69.4117647058823,Stefan,NA,NA,3.6,3.5238095238095237,1.0833333333333333,5.928571428571429,4.666666666666667,1.588235294117647
02909728,2,0.10341932801904909,2019-07-16T16:29:55Z,2,1,5,1,1,1,2,1,1,2,1,2,4,5,4,3,2,4,1,3,2,5,5,4,4,3,2,4,2,5,4,4,4,2,2,4,3,4,2,2,4,5,5,2,5,4,3,5,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,28,4,M,4,6,6,7,6,6,6,6,6,7,7,6,6,6,2,6,3,3,5,4,3,7,6,5,2,7,6,7,6,7,3,2,1991,6.16625,b,"Dass man relativ schnell die reale Umwelt vergisst, und dann sehr schnell in der virtuellen Umgebung ist. Das hat mich schon noch erstaunt. Gerade auch mit dem Geländer, dass sehr genau auf das virtuelle gepasst hat. Es gab so einen weichen Übergang, auch weil die Technik so responsive ist.","Ich hätte mich noch realer gefühlt, wenn ich noch meine Hände gesehen hätte. Zum Beispiel, wenn ich das Geländer angefasst habe, konnte ich die Hände nicht sehen, das hattte mich etwas irritiert. Aber es war mega spannend und eindrücklich, wie gross der Gletscher ist, und wie stark der zurückgehen wird. Wenn einem das so vor Augen geführt wird, ist das schon noch eindrücklich.","Wegen diesem Experiment? Ich würde ihn gerne mal sehen, solange es ihn noch gibt. Das hab ich mir überlegt. Oder allgemein Gletscher mehr anschauen, so lange es sie noch gibt. Es gibt vielleicht noch eine Generation nach uns, die Gletscher noch sehen kann, dann ist fertig. Andere Konsequenzen... Ich mache mir viele Gedanken, aber nicht speziell wegen diesem Erlebnis. Aber hier hatte man es wieder vor Augen geführt, was es für Folgen haben wird.",0,0,1,0,0,0,0,0,0,1,1,63.9268292682927,Stefan,NA,NA,3.466666666666667,3.5238095238095237,1.6666666666666667,5.928571428571429,4.666666666666667,1.7647058823529411
33453099,1,-0.22780201771077935,2019-06-09T14:26:21Z,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,5,4,3,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,5,3,4,2,5,2,4,4,5,5,5,5,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,M,2,6,1,7,2,6,6,7,3,6,3,4,5,4,1,5,6,2,6,7,7,6,6,5,1,6,3,7,4,6,2,3,1993,9.98454861111111,c,"Speziell aufgefallen ist mir primär, auch beim Fragen-Beantworten: Ich finde nicht, dass es so mega real ausgesehen hat, aber es hat sich sehr real angefühlt. Also das war schon recht eindrücklich für mich. Ich habe recht früh vergessen, dass es VR war. Aber wenn du mich jetzt fragen würdest, würde ich nicht sagen, dass es realer war als das hier.","Dass ich noch viel mehr Interesse an der virtuellen Realität habe. Das hab ich mega nice gefunden. Und es nimmt mich wunder, wo das noch hinführt. Und es hat mich zum Nachdenken angestiftet, dass es sich so real und echt angefühlt hat, obwohl es für mich nicht so echt ausgesehen hat.","Ich glaube es nicht, nein. Das mit dem Gletscher war mir schon sehr bewusst vorher. Ich hab ihm schon zugehört, aber ich bin mehr einfach abgeflasht auf die virtuelle realität.",0,0,1,0,0,1,1,0,0,0,0,80.2325581395349,Stefan,NA,NA,4.066666666666666,4.714285714285714,1.0833333333333333,4.357142857142857,5.555555555555555,NA
33453099,2,-0.27522859738569827,2019-06-19T14:04:06Z,1,1,1,1,1,1,1,1,1,2,1,1,4,5,4,5,3,4,5,4,3,5,2,5,5,5,4,5,5,5,4,4,5,3,2,4,2,5,3,5,5,5,5,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,M,2,6,1,7,2,6,6,7,3,6,3,4,5,4,1,5,6,2,6,7,7,6,6,5,1,6,3,7,4,6,2,3,1993,9.98454861111111,c,"Speziell aufgefallen ist mir primär, auch beim Fragen-Beantworten: Ich finde nicht, dass es so mega real ausgesehen hat, aber es hat sich sehr real angefühlt. Also das war schon recht eindrücklich für mich. Ich habe recht früh vergessen, dass es VR war. Aber wenn du mich jetzt fragen würdest, würde ich nicht sagen, dass es realer war als das hier.","Dass ich noch viel mehr Interesse an der virtuellen Realität habe. Das hab ich mega nice gefunden. Und es nimmt mich wunder, wo das noch hinführt. Und es hat mich zum Nachdenken angestiftet, dass es sich so real und echt angefühlt hat, obwohl es für mich nicht so echt ausgesehen hat.","Ich glaube es nicht, nein. Das mit dem Gletscher war mir schon sehr bewusst vorher. Ich hab ihm schon zugehört, aber ich bin mehr einfach abgeflasht auf die virtuelle realität.",0,0,1,0,0,1,1,0,0,0,0,70.4583333333333,Stefan,NA,NA,4.133333333333334,4.333333333333333,1.0833333333333333,4.357142857142857,5.555555555555555,NA
51287450,1,0.12663236818944928,2019-05-16T15:18:32Z,1,1,1,1,1,1,1,1,1,3,1,1,4,3,3,3,4,3,1,3,1,4,4,4,5,5,3,4,1,5,3,2,1,1,3,3,1,3,3,2,4,3,4,2,5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,M,2,5,2,7,6,1,3,4,4,7,5,3,3,2,1,6,4,3,3,7,7,6,7,5,2,6,5,6,3,6,2,3,1991,4.709930555555555,b,"Ich habe es recht nice gemacht gefunden. Natürlich war es nicht ganz perfekt. Bei den Bergen oben hatte es manchmal ein paar Fehler drin. Gerade ganz am Anfang der graue grosse Balken wo oben BELALP steht war etwas verwirrend zuerst. Habe dann gemerkt, dass er so was wie ein Wegweiser oder Markierung darstellt. Fand cool, dass man überall hinschauen konnte. Ich fand es etwas verwirrend, dass das Eis geschmolzen ist, und dann ist man gewandert, und dann war das Eis wieder auf dem ursprünglichen Level. Dann ist es wieder weiter geschmolzen.",Dass der Aletschgletscher sterben wird.,"Ich glaube nicht mehr, als ich jetzt schon mache.",0,1,1,0,0,0,1,0,0,0,0,87.0652173913043,Stefan,NA,NA,2.8,3.142857142857143,1.1666666666666667,3.7857142857142856,5.333333333333333,NA
51287450,2,0.06912913994365844,2019-05-21T08:20:50Z,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,1,3,2,4,4,4,5,4,3,4,2,5,3,3,1,1,3,3,1,3,3,3,4,2,5,2,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5,M,2,5,2,7,6,1,3,4,4,7,5,3,3,2,1,6,4,3,3,7,7,6,7,5,2,6,5,6,3,6,2,3,1991,4.709930555555555,b,"Ich habe es recht nice gemacht gefunden. Natürlich war es nicht ganz perfekt. Bei den Bergen oben hatte es manchmal ein paar Fehler drin. Gerade ganz am Anfang der graue grosse Balken wo oben BELALP steht war etwas verwirrend zuerst. Habe dann gemerkt, dass er so was wie ein Wegweiser oder Markierung darstellt. Fand cool, dass man überall hinschauen konnte. Ich fand es etwas verwirrend, dass das Eis geschmolzen ist, und dann ist man gewandert, und dann war das Eis wieder auf dem ursprünglichen Level. Dann ist es wieder weiter geschmolzen.",Dass der Aletschgletscher sterben wird.,"Ich glaube nicht mehr, als ich jetzt schon mache.",0,1,1,0,0,0,1,0,0,0,0,78.7954545454545,Stefan,NA,NA,2.8666666666666667,3.2857142857142856,1,3.7857142857142856,5.333333333333333,NA
40466019,1,-0.1653777677514584,2019-06-12T16:30:06Z,1,1,2,1,1,1,1,1,1,2,1,1,4,5,5,2,4,4,3,2,4,4,5,4,2,4,3,5,5,5,4,4,3,2,4,3,4,5,4,5,5,5,5,2,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,W,2,5,6,4,4,2,5,6,4,6,5,5,3,3,1,5,5,3,5,3,4,5,5,4,2,7,3,3,3,6,4,2,1992,8.95662037037037,c,"Ehm. Was mir aufgefallen ist. Also es war sehr interessant aber es war auch etwas unangenehm. Weil es war nicht scharf und ziemlich blurry. Ich konnte die Namen nicht richtig lesen und das hat mich sehr irritiert. Ich habe es spannend gefunden, wie man das visualisiert bekommt. Und ich fand es spannend, wie es unten weitergeht, wenn man runterschaut.","Dass es eindrücklich ist, wie der Gletscher geschmolzen ist, und wie er noch weiter schmelzen wird. Am liebsten würde ich jetzt gleich dort hin wandern.","Eben, dass ich dort hin wandern möchte. Nicht wirklich, nein. Ausser, dass ich mir der Thematik bewusst bin. Und dass es nicht so bleiben wird, und auch nicht so geblieben ist, wie er mal war, also der Gletscher.",0,0,1,0,0,0,1,0,0,0,1,NA,Stefan,NA,NA,4.133333333333334,3.857142857142857,1.1666666666666667,4.214285714285714,4.333333333333333,NA
40466019,2,0.14018223921055886,2019-06-21T15:27:38Z,2,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,4,3,3,4,4,4,5,5,2,4,4,5,4,5,3,3,3,4,4,3,3,4,2,4,4,5,5,2,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,5,W,2,5,6,4,4,2,5,6,4,6,5,5,3,3,1,5,5,3,5,3,4,5,5,4,2,7,3,3,3,6,4,2,1992,8.95662037037037,c,"Ehm. Was mir aufgefallen ist. Also es war sehr interessant aber es war auch etwas unangenehm. Weil es war nicht scharf und ziemlich blurry. Ich konnte die Namen nicht richtig lesen und das hat mich sehr irritiert. Ich habe es spannend gefunden, wie man das visualisiert bekommt. Und ich fand es spannend, wie es unten weitergeht, wenn man runterschaut.","Dass es eindrücklich ist, wie der Gletscher geschmolzen ist, und wie er noch weiter schmelzen wird. Am liebsten würde ich jetzt gleich dort hin wandern.","Eben, dass ich dort hin wandern möchte. Nicht wirklich, nein. Ausser, dass ich mir der Thematik bewusst bin. Und dass es nicht so bleiben wird, und auch nicht so geblieben ist, wie er mal war, also der Gletscher.",0,0,1,0,0,0,1,0,0,0,1,NA,Stefan,NA,NA,3.8666666666666667,3.8095238095238093,1.0833333333333333,4.214285714285714,4.333333333333333,NA
17900159,1,0.4835347012926736,2019-05-14T07:06:53Z,2,1,1,2,1,1,2,1,2,2,1,1,3,2,2,3,2,2,1,3,4,1,4,5,4,2,4,4,2,4,5,2,2,5,2,5,5,5,2,5,5,5,5,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,M,3,5,5,6,4,5,6,4,5,6,6,2,3,3,3,6,7,7,7,6,6,6,6,6,2,5,6,6,4,6,4,2,1992,10.096828703703704,a,"Interessant. Nein. Es war gut dargestellt. Sehr minimalistisch. Aber dafür, wie minimalistisch es dargestellt wurde, war es gut dargestellt. Die Animationen waren flüssig. Auch wenn man bemerkt hat, dass man nicht mehr in der realen Welt war; Die physikalischen Gesetze haben bewirkt, dass man sich trotzdem hineinversetzt fühlt. So ungefähr.","Nichts, dass ich noch nicht wusste. Oder nichts grosses. Mir ist bewusst, dass Erderwärmung existiert. Das Gletscher darunter leiden. Ich hab es zwar noch nie so dargestellt gesehen, aber im Grossen und Ganzen hat sich mein Wissen nicht verändert.","Nicht wirklich, nein.",1,0,1,0,0,1,1,0,0,1,0,84.25,Stefan,NA,NA,4.4,2.9047619047619047,1.4166666666666667,4.5,6.333333333333333,NA
17900159,2,0.503935082962151,2019-05-24T09:26:19Z,1,1,1,3,1,1,2,1,1,1,1,1,5,4,3,4,2,2,2,3,5,2,2,5,4,1,4,5,2,5,5,3,2,5,3,5,4,5,2,5,4,5,4,4,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,6,M,3,5,5,6,4,5,6,4,5,6,6,2,3,3,3,6,7,7,7,6,6,6,6,6,2,5,6,6,4,6,4,2,1992,10.096828703703704,a,"Interessant. Nein. Es war gut dargestellt. Sehr minimalistisch. Aber dafür, wie minimalistisch es dargestellt wurde, war es gut dargestellt. Die Animationen waren flüssig. Auch wenn man bemerkt hat, dass man nicht mehr in der realen Welt war; Die physikalischen Gesetze haben bewirkt, dass man sich trotzdem hineinversetzt fühlt. So ungefähr.","Nichts, dass ich noch nicht wusste. Oder nichts grosses. Mir ist bewusst, dass Erderwärmung existiert. Das Gletscher darunter leiden. Ich hab es zwar noch nie so dargestellt gesehen, aber im Grossen und Ganzen hat sich mein Wissen nicht verändert.","Nicht wirklich, nein.",1,0,1,0,0,1,1,0,0,1,0,86.4285714285714,Stefan,NA,NA,4.266666666666667,3.3333333333333335,1.25,4.5,6.333333333333333,NA
11688706,1,-0.2048446685132384,2019-06-12T09:22:35Z,1,1,2,1,1,1,1,1,1,3,1,1,4,5,5,5,4,5,5,2,4,4,5,5,5,5,2,5,4,5,4,5,4,2,2,4,2,5,3,4,5,5,5,5,5,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,5,M,2,5,5,6,7,7,7,7,6,6,6,3,5,1,1,6,6,2,5,3,4,5,6,3,2,6,3,7,4,7,4,3,1993,12.972048611111113,c,"Ich hatte bloss einmal vor recht langer Zeit mal so eine VR-Brille an. Das war so ein professionelles Program. Und das war recht ähnlich zu diesem hier. Es ist halt schon noch recht verpixelt. Aber es ist schon mega krass, man kann einfach so rumschauen. Dort konnte man sich nicht bewegen, hier schon. Und das hat recht zur Immersion beigetragen. Dass man auch nach vorne gehen konnte, und dann das Geländer näher kommt. Und du kannst das Geländer anfassen, und es korrespondierte mit dem, was man gesehen hat. Ansonsten: Ich weiss nicht, ob das absichtlich war, aber das Gehörte, vom Sprecher, war abhängig von der Blickrichtung. Das fand ich nicht so nice. Es hat mich etwas verwirrt, und ich denke, es wäre besser gewesen, wenn es einfach immer stereo aus beiden Kopfhörern gekommen wäre. Man wusste gar nicht, woher die Stimme kam, weil es dazu keine visuellen inputs gab. Darum war es irritierend, dass es nicht immer gleich war.","Wenn es 4 Grad wärmer wird im 2070, dass dann kein Gletscher mehr da ist. Und dass der Dude einen spannenden Akzent hatte. Und dass der IAT mich etwas verwirrt hatte. Ich hatte schon das Gefühl, einen Nature-Good bias zu haben. Und dass wir in absehbarer Zukunft eine VR-Brille brauchen.","Es ist jetzt dann die Gletscher-Initiative. Ich weiss nicht genau, um was es da geht, aber sich da mal zu informieren wäre gut. Und sonst, es hat meine Weltanschauung jetzt nicht mega verändert. Es war mir schon vorher bewusst, dass die Gletscher in den letzten Jahrzenten sehr stark zurückgegangen sind. Und dass sie auch weiterhin schmelzen werden, ausser, es bricht irgendwie eine mega gestörte Pandemie aus oder so. Oder wir überdenken alles und... aber das habe ich nicht das Gefühl, dass bei allen Menschen einen so drastischen Sinnungswandel gibt. Ich bleibe optimistisch, aber ich würde nicht darauf wetten. Aber ich bleibe optimistisch.",0,1,1,1,0,0,1,0,1,1,1,74.2368421052632,Stefan,NA,NA,3.8,4.380952380952381,1.25,5.142857142857143,4.444444444444445,NA
11688706,2,0.5536310178269929,2019-06-25T08:42:20Z,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,4,5,5,4,4,2,5,5,5,5,4,5,4,5,3,4,4,2,4,5,2,5,2,4,5,5,5,4,5,2,2,4,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,26,5,M,2,5,5,6,7,7,7,7,6,6,6,3,5,1,1,6,6,2,5,3,4,5,6,3,2,6,3,7,4,7,4,3,1993,12.972048611111113,c,"Ich hatte bloss einmal vor recht langer Zeit mal so eine VR-Brille an. Das war so ein professionelles Program. Und das war recht ähnlich zu diesem hier. Es ist halt schon noch recht verpixelt. Aber es ist schon mega krass, man kann einfach so rumschauen. Dort konnte man sich nicht bewegen, hier schon. Und das hat recht zur Immersion beigetragen. Dass man auch nach vorne gehen konnte, und dann das Geländer näher kommt. Und du kannst das Geländer anfassen, und es korrespondierte mit dem, was man gesehen hat. Ansonsten: Ich weiss nicht, ob das absichtlich war, aber das Gehörte, vom Sprecher, war abhängig von der Blickrichtung. Das fand ich nicht so nice. Es hat mich etwas verwirrt, und ich denke, es wäre besser gewesen, wenn es einfach immer stereo aus beiden Kopfhörern gekommen wäre. Man wusste gar nicht, woher die Stimme kam, weil es dazu keine visuellen inputs gab. Darum war es irritierend, dass es nicht immer gleich war.","Wenn es 4 Grad wärmer wird im 2070, dass dann kein Gletscher mehr da ist. Und dass der Dude einen spannenden Akzent hatte. Und dass der IAT mich etwas verwirrt hatte. Ich hatte schon das Gefühl, einen Nature-Good bias zu haben. Und dass wir in absehbarer Zukunft eine VR-Brille brauchen.","Es ist jetzt dann die Gletscher-Initiative. Ich weiss nicht genau, um was es da geht, aber sich da mal zu informieren wäre gut. Und sonst, es hat meine Weltanschauung jetzt nicht mega verändert. Es war mir schon vorher bewusst, dass die Gletscher in den letzten Jahrzenten sehr stark zurückgegangen sind. Und dass sie auch weiterhin schmelzen werden, ausser, es bricht irgendwie eine mega gestörte Pandemie aus oder so. Oder wir überdenken alles und... aber das habe ich nicht das Gefühl, dass bei allen Menschen einen so drastischen Sinnungswandel gibt. Ich bleibe optimistisch, aber ich würde nicht darauf wetten. Aber ich bleibe optimistisch.",0,1,1,1,0,0,1,0,1,1,1,62.4285714285714,Stefan,NA,NA,3.7333333333333334,4.380952380952381,1,5.142857142857143,4.444444444444445,1.6470588235294117
